index,x[mm],y[mm],z[mm],Ux[mm],Uy[mm],Uz[mm],Fx[N],Fy[N],Fz[N]
660,7.336903,8.705138,-11.978771,-2.823397,1.451708,14.839729,-0.000000,0.000000,-0.000000
661,64.445844,2.046088,-24.132794,-2.347356,0.091298,2.685706,-0.000000,0.000000,-0.000000
662,62.181082,3.155809,-23.728053,-2.263818,0.250719,3.090447,0.000000,0.000000,0.000000
663,-20.470967,-8.488775,13.136173,0.583433,2.714725,22.172313,-0.000000,0.000000,-0.000000
664,-5.159051,-10.249875,1.314276,-1.049381,2.069725,18.941176,0.000000,0.000000,-0.000000
665,-34.607810,-5.306741,-2.649431,-2.688510,1.648609,24.169069,0.000000,0.000000,-0.000000
666,7.064512,4.000410,3.986151,0.156792,2.401920,15.838551,-0.000000,0.000000,0.000000
667,23.624028,-3.441635,14.942925,2.804028,3.176865,13.530555,0.000000,0.000000,-0.000000
668,25.851652,11.670400,5.276347,1.280952,2.649050,11.787857,0.000000,-0.000000,-0.000000
669,-73.537829,-11.272800,-29.651937,-1.187729,0.022300,-3.805437,-0.000000,0.000000,-0.000000
670,-38.813782,1.670503,35.262046,4.551518,3.719333,26.502796,-0.000000,-0.000000,-0.000000
671,2.208402,10.932965,-11.062780,-2.809548,1.490175,15.755720,-0.000000,-0.000000,0.000000
672,-3.147508,9.025019,-9.854053,-2.808986,1.538419,16.964447,-0.000000,-0.000000,-0.000000
673,-33.052103,-14.794846,-2.484295,-2.325003,1.599254,24.334205,-0.000000,0.000000,-0.000000
674,38.217891,-11.049094,-17.052598,-2.950609,1.249706,9.765902,-0.000000,-0.000000,-0.000000
675,61.885543,-0.688090,-23.197907,-2.579857,0.291767,3.620593,0.000000,0.000000,-0.000000
676,-8.151777,-8.258694,14.124425,1.299543,2.842106,19.888905,0.000000,-0.000000,-0.000000
677,-18.959919,-11.677783,-5.429780,-2.781719,1.533717,21.388720,0.000000,0.000000,-0.000000
678,18.640828,-19.708861,-12.513179,-2.956572,1.377639,14.305321,0.000000,0.000000,-0.000000
679,68.391055,16.870738,-26.989141,-0.533445,-0.215162,-0.170641,-0.000000,-0.000000,0.000000
680,-29.107423,6.420890,16.620186,1.137477,2.914500,23.229506,0.000000,-0.000000,-0.000000
681,44.741247,-9.574692,-18.540805,-2.949853,1.112608,8.277695,0.000000,0.000000,0.000000
682,-12.292720,3.710608,2.431690,-0.955520,2.143428,19.539990,0.000000,0.000000,0.000000
683,30.741403,-11.606824,-15.482258,-2.935397,1.314276,11.336242,0.000000,-0.000000,0.000000
684,-4.811010,12.325192,-9.712018,-2.805340,1.547692,17.106482,0.000000,-0.000000,0.000000
685,-22.691214,1.720776,18.271692,1.654886,3.001046,22.222322,-0.000000,0.000000,-0.000000
686,41.599281,-10.769205,-17.779606,-2.946419,1.193095,9.038894,-0.000000,0.000000,0.000000
687,-5.956591,-16.351303,-7.766803,-2.917201,1.488097,19.051697,-0.000000,-0.000000,0.000000
688,38.913066,-1.873445,-12.764265,-1.888934,1.582395,9.250135,-0.000000,-0.000000,0.000000
689,14.998659,-2.616671,19.281962,3.305359,3.374959,15.330222,-0.000000,-0.000000,-0.000000
690,64.354312,-2.097732,-23.620187,-2.655288,0.130988,3.198313,-0.000000,-0.000000,-0.000000
691,-27.697163,11.207319,32.747380,4.654537,3.609129,23.682530,0.000000,0.000000,0.000000
692,22.773460,7.072115,-15.023683,-2.829840,1.366505,11.794817,-0.000000,-0.000000,0.000000
693,29.740678,6.691818,-4.269507,-0.482922,2.078198,10.914493,-0.000000,-0.000000,0.000000
694,-34.611529,8.545659,-3.608446,-2.645629,1.517159,23.210054,0.000000,0.000000,0.000000
695,39.934368,-12.979115,-12.531891,-2.021632,1.583485,9.760009,-0.000000,0.000000,-0.000000
696,39.085989,-3.866238,-17.684602,-2.878411,1.249062,9.133898,-0.000000,0.000000,-0.000000
697,-21.533527,12.211909,3.594422,-0.995327,2.183209,20.838522,0.000000,0.000000,-0.000000
698,-71.340999,-10.877348,-29.404369,0.048701,-0.033548,-2.585869,-0.000000,-0.000000,-0.000000
699,51.072399,-6.386984,-20.128044,-2.928201,0.897076,6.690456,-0.000000,0.000000,0.000000
700,-53.451684,23.580815,-15.208529,-0.349484,0.974315,11.609971,0.000000,0.000000,-0.000000
701,-16.044615,10.932206,-7.340508,-2.731015,1.548806,19.477992,-0.000000,0.000000,-0.000000
702,-30.945864,-5.998041,13.751126,0.311836,2.734399,23.993526,0.000000,-0.000000,0.000000
703,-23.304525,-4.400678,28.459050,3.627775,3.446092,23.146060,0.000000,-0.000000,-0.000000
704,-52.780488,-11.727220,0.636697,-3.163088,2.075380,21.835597,-0.000000,0.000000,-0.000000
705,-31.552812,-19.053670,0.079791,-2.284912,1.790430,24.368591,-0.000000,0.000000,-0.000000
706,27.859526,-8.723419,16.087158,3.103426,3.261881,13.072278,-0.000000,-0.000000,-0.000000
707,-6.623224,6.867888,-9.036034,-2.790174,1.545318,17.782466,0.000000,-0.000000,0.000000
708,36.197912,1.407206,-2.807745,-0.025988,2.204216,10.031755,0.000000,0.000000,-0.000000
709,-32.884100,10.875622,36.312079,5.212100,3.765082,25.030279,0.000000,-0.000000,0.000000
710,-0.942790,13.487222,-10.570468,-2.800630,1.526322,16.248032,-0.000000,-0.000000,-0.000000
711,66.789774,10.188129,-25.720333,-1.431926,-0.130671,1.098167,-0.000000,-0.000000,-0.000000
712,-30.640548,-16.495875,-2.955622,-2.536748,1.590325,23.862878,0.000000,-0.000000,0.000000
713,23.249822,-20.332695,-7.760523,-1.874078,1.707405,13.653777,-0.000000,0.000000,-0.000000
714,-24.516191,-0.871330,38.141937,5.701509,3.842610,23.755337,-0.000000,-0.000000,-0.000000
715,-41.931793,-12.899417,-2.111246,-1.734293,1.929883,24.707254,-0.000000,-0.000000,-0.000000
716,43.656172,-11.413155,-18.154829,-2.959128,1.137445,8.663671,-0.000000,0.000000,0.000000
717,-27.980138,-16.611808,-3.331919,-2.629838,1.542592,23.486581,0.000000,0.000000,0.000000
718,44.596447,-9.805266,-13.725142,-2.008053,1.496834,8.580958,-0.000000,0.000000,-0.000000
719,14.748192,-20.695125,-11.665289,-2.957708,1.395775,15.153211,-0.000000,0.000000,-0.000000
720,-38.216557,5.691841,36.840362,5.002943,3.773241,26.407662,0.000000,-0.000000,-0.000000
721,48.406424,-4.892218,-19.641218,-2.883776,1.046242,7.177282,0.000000,-0.000000,-0.000000
722,-6.159335,-11.407182,-8.030406,-2.886045,1.484018,18.788094,-0.000000,0.000000,-0.000000
723,-37.383151,9.229241,-3.449431,-2.569251,1.372711,23.369069,0.000000,-0.000000,0.000000
724,-35.879904,-1.051082,-2.847965,-2.754204,1.570218,23.970535,0.000000,0.000000,-0.000000
725,50.295807,-4.632080,-20.083401,-2.860993,0.949000,6.735099,-0.000000,-0.000000,0.000000
726,50.492456,-5.570107,-15.409032,-1.966144,1.417423,6.969968,0.000000,-0.000000,-0.000000
727,-7.400366,-18.592432,-7.336211,-2.927586,1.490568,19.482289,0.000000,-0.000000,0.000000
728,-33.665897,3.557133,-3.581228,-2.722597,1.546123,23.237272,0.000000,-0.000000,-0.000000
729,-5.930060,9.659428,-9.348273,-2.792880,1.557028,17.470227,-0.000000,-0.000000,-0.000000
730,-14.781033,-9.846021,-6.379066,-2.809533,1.510579,20.439434,0.000000,0.000000,0.000000
731,-8.010856,-13.962975,-7.492625,-2.903366,1.494525,19.325875,0.000000,0.000000,-0.000000
732,41.894356,-12.153426,-14.914568,-2.403144,1.394574,9.205832,-0.000000,0.000000,0.000000
733,-25.891478,-14.195912,1.629090,-1.926978,2.005088,23.104490,-0.000000,-0.000000,-0.000000
734,-13.668272,-10.362135,-1.999051,-2.016472,1.800365,20.469249,0.000000,-0.000000,0.000000
735,-17.649511,12.475761,-7.101538,-2.717611,1.589161,19.716962,0.000000,0.000000,0.000000
736,17.563964,11.604979,-14.239217,-2.810636,1.398179,12.579283,0.000000,0.000000,-0.000000
737,52.956202,-4.511508,-20.672738,-2.835398,0.824692,6.145762,-0.000000,0.000000,-0.000000
738,-37.151169,3.318488,2.214801,-1.851069,1.912498,24.161401,-0.000000,-0.000000,-0.000000
739,49.184005,-3.695275,-19.899591,-2.837195,1.007725,6.918909,-0.000000,0.000000,0.000000
740,-18.118953,-2.006177,15.954529,1.344447,2.886543,21.467339,0.000000,-0.000000,-0.000000
741,30.636077,4.562904,-11.729160,-1.923523,1.610654,10.545240,-0.000000,0.000000,0.000000
742,-20.680219,8.515468,10.384227,0.289181,2.594538,21.151727,-0.000000,-0.000000,0.000000
743,-15.688543,12.935053,-7.534430,-2.723743,1.553453,19.284070,-0.000000,-0.000000,-0.000000
744,2.000066,8.697374,3.934273,0.003766,2.367114,16.538473,0.000000,0.000000,0.000000
745,-16.507116,-13.380009,-5.819320,-2.806816,1.526591,20.999180,-0.000000,0.000000,0.000000
746,-15.619786,14.066714,-7.597209,-2.729486,1.568114,19.221291,-0.000000,-0.000000,0.000000
747,-19.240573,-14.705106,-5.177667,-2.793873,1.557594,21.640833,0.000000,-0.000000,-0.000000
748,-36.424283,-8.555742,-2.450819,-2.477483,1.770758,24.367681,-0.000000,0.000000,0.000000
749,51.575817,-3.721195,-20.429064,-2.819083,0.884255,6.389436,-0.000000,0.000000,-0.000000
750,-0.858563,-18.220176,-8.668496,-2.932683,1.467824,18.150004,0.000000,-0.000000,-0.000000
751,26.354815,10.248863,-10.677218,-1.793685,1.669333,11.090882,0.000000,0.000000,-0.000000
752,43.052095,-3.798500,-14.956834,-2.169405,1.432580,8.441966,0.000000,0.000000,0.000000
753,68.677102,11.644787,-26.320590,-1.216698,-0.297813,0.497910,-0.000000,0.000000,-0.000000
754,42.306494,-12.696457,-17.792060,-2.968706,1.177743,9.026440,-0.000000,-0.000000,-0.000000
755,44.265393,-12.329916,-18.222718,-2.980907,1.113684,8.595782,-0.000000,-0.000000,-0.000000
756,-37.192929,-2.266309,0.550501,-2.239629,1.769671,24.434501,-0.000000,0.000000,0.000000
757,-37.363013,-5.869953,-2.286953,-2.621913,1.683517,24.531547,-0.000000,0.000000,0.000000
758,55.519304,-5.634479,-14.967907,-1.670596,1.386391,5.990093,-0.000000,-0.000000,-0.000000
759,45.515361,-10.926052,-16.581097,-2.588739,1.241948,8.335203,-0.000000,0.000000,-0.000000
760,-14.153564,-12.095908,-6.358792,-2.819264,1.510292,20.459708,0.000000,-0.000000,0.000000
761,49.174081,-2.393403,-19.971488,-2.800919,1.005877,6.847012,-0.000000,-0.000000,-0.000000
762,-4.087036,-19.144177,-7.965951,-2.932196,1.478823,18.852549,-0.000000,0.000000,-0.000000
763,-40.229052,-3.314478,-0.474913,-2.433052,1.713272,24.976387,-0.000000,-0.000000,0.000000
764,-37.097661,-3.267476,-2.501222,-2.673061,1.633694,24.317278,-0.000000,-0.000000,0.000000
765,-1.951040,-20.513877,-8.309154,-2.940388,1.470923,18.509346,-0.000000,-0.000000,0.000000
766,-38.457772,-2.683569,-2.322403,-2.693472,1.618331,24.496097,-0.000000,0.000000,0.000000
767,-38.941028,-2.850647,-0.902756,-2.466428,1.684153,24.709044,0.000000,0.000000,0.000000
768,-2.133611,-22.854692,-6.020716,-2.546594,1.598208,18.780284,0.000000,0.000000,0.000000
