V=0.166667
[B]=
-1.00000 0.00000 0.00000 1.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 -1.00000 0.00000 0.00000 0.00000 0.00000 0.00000 1.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 -1.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 1.00000
-1.00000 -1.00000 0.00000 0.00000 1.00000 0.00000 1.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 -1.00000 -1.00000 0.00000 0.00000 0.00000 0.00000 0.00000 1.00000 0.00000 1.00000 0.00000
-1.00000 0.00000 -1.00000 0.00000 0.00000 1.00000 0.00000 0.00000 0.00000 1.00000 0.00000 0.00000
[D]=
171.14094 164.42953 164.42953 0.00000 0.00000 0.00000
164.42953 171.14094 164.42953 0.00000 0.00000 0.00000
164.42953 164.42953 171.14094 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 3.35570 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 3.35570 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000 3.35570
[dN]=
-1.00000 1.00000 0.00000 0.00000
-1.00000 0.00000 1.00000 0.00000
-1.00000 0.00000 0.00000 1.00000
[K]=
29.64206 27.96421 27.96421 -28.52349 -0.55928 -0.55928 -0.55928 -27.40492 0.00000 -0.55928 0.00000 -27.40492
27.96421 29.64206 27.96421 -27.40492 -0.55928 0.00000 -0.55928 -28.52349 -0.55928 0.00000 -0.55928 -27.40492
27.96421 27.96421 29.64206 -27.40492 0.00000 -0.55928 0.00000 -27.40492 -0.55928 -0.55928 -0.55928 -28.52349
-28.52349 -27.40492 -27.40492 28.52349 0.00000 0.00000 0.00000 27.40492 0.00000 0.00000 0.00000 27.40492
-0.55928 -0.55928 0.00000 0.00000 0.55928 0.00000 0.55928 0.00000 0.00000 0.00000 0.00000 0.00000
-0.55928 0.00000 -0.55928 0.00000 0.00000 0.55928 0.00000 0.00000 0.00000 0.55928 0.00000 0.00000
-0.55928 -0.55928 0.00000 0.00000 0.55928 0.00000 0.55928 0.00000 0.00000 0.00000 0.00000 0.00000
-27.40492 -28.52349 -27.40492 27.40492 0.00000 0.00000 0.00000 28.52349 0.00000 0.00000 0.00000 27.40492
0.00000 -0.55928 -0.55928 0.00000 0.00000 0.00000 0.00000 0.00000 0.55928 0.00000 0.55928 0.00000
-0.55928 0.00000 -0.55928 0.00000 0.00000 0.55928 0.00000 0.00000 0.00000 0.55928 0.00000 0.00000
0.00000 -0.55928 -0.55928 0.00000 0.00000 0.00000 0.00000 0.00000 0.55928 0.00000 0.55928 0.00000
-27.40492 -27.40492 -28.52349 27.40492 0.00000 0.00000 0.00000 27.40492 0.00000 0.00000 0.00000 28.52349
